,link,region,rating,ratingCount,lat,lon
Sedum Point,http://www.wta.org/go-hiking/hikes/sedum-point,Southwest Washington -- Columbia River Gorge - WA,0.0,0,45.815,-121.9662
Seeley Lake Park,http://www.wta.org/go-hiking/hikes/seeley-lake-park,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.1735,-122.5078
Segelsen Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/segelsen-ridge-snowshoe,North Cascades -- Mountain Loop Highway,2.0,2,,
Sehome Arboretum,http://www.wta.org/go-hiking/hikes/sehome-arboretum,Puget Sound and Islands -- Bellingham Area,3.0,1,48.733000000000004,-122.4846
Selah Butte,http://www.wta.org/go-hiking/hikes/selah-butte,Central Washington -- Yakima,3.2,5,46.7371,-120.4291
Semiahmoo Spit Trail,http://www.wta.org/go-hiking/hikes/semiahmoo-spit-trail,Puget Sound and Islands -- Bellingham Area,0.0,0,,
Seminary Hill,http://www.wta.org/go-hiking/hikes/seminary-hill,Southwest Washington -- Lewis River Region,0.0,0,46.7134,-122.9448
Sentinel Mountain,http://www.wta.org/go-hiking/hikes/sentinel-mountain,Central Washington -- Potholes Region,0.0,0,46.8182,-119.8623
Sesqualitchew Creek,http://www.wta.org/go-hiking/hikes/dupont-sequalitchew-creek,Puget Sound and Islands -- Seattle-Tacoma Area,4.0,4,47.1064,-122.6472
Seven Fingered Jack,http://www.wta.org/go-hiking/hikes/seven-fingered-jack,Central Cascades -- Entiat Mountains/Lake Chelan,0.0,0,,
Seward Park,http://www.wta.org/go-hiking/hikes/seward-park,Puget Sound and Islands -- Seattle-Tacoma Area,4.0,1,47.5499,-122.2577
Sexagenarian Peak,http://www.wta.org/go-hiking/hikes/sexagenarian-peak,North Cascades -- Mountain Loop Highway,2.67,3,,
Shadow Lake-Sunrise Camp Loop,http://www.wta.org/go-hiking/hikes/shadow-lake-sunrise-camp-loop,Mount Rainier Area -- NE - Sunrise/White River,4.14,7,46.9146,-121.6423
Shady Lane,http://www.wta.org/go-hiking/hikes/shady-lane,Olympic Peninsula -- Hood Canal,3.5,8,47.5153,-123.3229
Shangri La,http://www.wta.org/go-hiking/hikes/shangri-la,Issaquah Alps -- Cougar Mountain,4.0,6,47.5409,-122.0964
Sharpe Park - Montgomery - Duban Headlands,http://www.wta.org/go-hiking/hikes/sharpe-park-montgomery-duban-headlands,Puget Sound and Islands -- Bellingham Area,3.67,3,48.431999999999995,-122.6744
Sharpe Park - Sares Head,http://www.wta.org/go-hiking/hikes/sharpe-park-sares-head,Puget Sound and Islands -- Bellingham Area,4.0,3,48.4306,-122.6641
Shaw Island,http://www.wta.org/go-hiking/hikes/shaw-island,Puget Sound and Islands -- San Juan Islands,0.0,0,48.5849,-122.9279
Sheep Canyon,http://www.wta.org/go-hiking/hikes/sheep-canyon,South Cascades -- Mount St. Helens,3.5,6,46.2022,-122.2677
Sheep Lake,http://www.wta.org/go-hiking/hikes/sheep-lake,Mount Rainier Area -- Chinook Pass - Hwy 410,3.17,12,46.87600000000001,-121.5177
Sheep Lake and Sourdough Gap,http://www.wta.org/go-hiking/hikes/sourdough-gap,Mount Rainier Area -- Chinook Pass - Hwy 410,3.61,18,46.8911,-121.5057
Shell Rock,http://www.wta.org/go-hiking/hikes/shell-rock,Central Washington -- Yakima,2.5,4,,
Shellrock Lake,http://www.wta.org/go-hiking/hikes/shellrock-lake,South Cascades -- White Pass/Cowlitz River Valley,2.75,4,46.6438,-121.3801
Sherlock Peak,http://www.wta.org/go-hiking/hikes/sherlock-peak,Eastern Washington -- Selkirk Range,3.25,4,48.8841,-117.52600000000001
Sherman Pass Snowshoe Loop,http://www.wta.org/go-hiking/hikes/sherman-pass,Eastern Washington -- Okanogan Highlands/Kettle River Range,2.57,7,48.6049,-118.4699
Shi Shi Beach and Point of the Arches,http://www.wta.org/go-hiking/hikes/north-shi-shi-access,Olympic Peninsula -- Pacific Coast,4.33,45,48.2937,-124.6651
Shinglemill Creek Preserve,http://www.wta.org/go-hiking/hikes/shinglemill-creek-preserve,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.467,-122.4652
Shoe Lake,http://www.wta.org/go-hiking/hikes/shoe-lake,South Cascades -- Goat Rocks,3.86,7,46.6431,-121.3792
Shoreview and Boeing Creek Parks,http://www.wta.org/go-hiking/hikes/boeing-creek-park,Puget Sound and Islands -- Seattle-Tacoma Area,2.0,1,47.7518,-122.3604
Shorthorn,http://www.wta.org/go-hiking/hikes/shorthorn,South Cascades -- Mount Adams Area,3.67,3,46.1989,-121.0593
Shriner Peak,http://www.wta.org/go-hiking/hikes/shriner-peak,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,3.33,9,46.8018,-121.5551
Sibley Pass,http://www.wta.org/go-hiking/hikes/sibley-pass,North Cascades,3.0,1,,
Sierra Park,http://www.wta.org/go-hiking/hikes/sierra-park-for-the-blind,Puget Sound and Islands -- Bellingham Area,2.33,3,47.8264,-122.3414
Silent Lakes,http://www.wta.org/go-hiking/hikes/silent-lakes,North Cascades,2.0,1,,
Silesia Creek,http://www.wta.org/go-hiking/hikes/silesia-creek,North Cascades,3.6,5,,
Silver Creek,http://www.wta.org/go-hiking/hikes/silver-creek-trail,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,,
Silver Falls,http://www.wta.org/go-hiking/hikes/silver-falls,Central Cascades -- Entiat Mountains/Lake Chelan,3.4,5,47.9588,-120.5358
Silver Falls - Grove of the Patriarchs Snowshoe,http://www.wta.org/go-hiking/hikes/silver-falls-grove-of-the-patriarchs-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,3.5,2,,
Silver Falls Loop,http://www.wta.org/go-hiking/hikes/silver-falls-loop,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,3.08,13,46.733000000000004,-121.5693
Silver Forest - Emmons Vista,http://www.wta.org/go-hiking/hikes/silver-forest-emmons-vista,Mount Rainier Area -- NE - Sunrise/White River,3.6,5,46.9146,-121.6423
Silver Gulch Trail,http://www.wta.org/go-hiking/hikes/silver-gulch-trail,North Cascades -- Mountain Loop Highway,1.0,2,48.0784,-121.5671
Silver King,http://www.wta.org/go-hiking/hikes/crystal-mountain-silver-creek-silver-king,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,46.9383,-121.4743
Silver Lake,http://www.wta.org/go-hiking/hikes/silver-lake-1,North Cascades -- Pasayten,2.88,8,48.7323,-120.6682
Silver Lake - Monte Cristo,http://www.wta.org/go-hiking/hikes/silver-lake-3,North Cascades -- Mountain Loop Highway,0.0,0,48.0349,-121.4456
Silver Lake Loop to McCullum Park,http://www.wta.org/go-hiking/hikes/silver-lake-loop-to-mc-cullum-park,Puget Sound and Islands -- Bellingham Area,0.0,0,,
Silver Lake-Seaquest,http://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake,South Cascades -- Mount St. Helens,1.75,4,45.7682,-122.2428
Silver Lakes,http://www.wta.org/go-hiking/hikes/silver-lake-2,Olympic Peninsula -- Hood Canal,4.22,9,47.8564,-123.0359
Silver Moon,http://www.wta.org/go-hiking/hikes/silver-moon,North Cascades -- Pasayten,0.0,0,,
Silver Peak,http://www.wta.org/go-hiking/hikes/silver-peak,Snoqualmie Region -- Snoqualmie Pass,4.44,18,47.36600000000001,-121.4199
Silver Star Mountain,http://www.wta.org/go-hiking/hikes/silver-star-mountain,Southwest Washington -- Lewis River Region,3.71,7,45.7682,-122.2428
Silver Star Mountain (Okanogan),http://www.wta.org/go-hiking/hikes/silver-star-mountain-okanogan,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,48.55,-120.6306
Silver Star Mountain - Ed's Trail,http://www.wta.org/go-hiking/hikes/eds-trail,Southwest Washington -- Lewis River Region,3.5,6,45.7673,-122.2433
Silver Star View Snowshoe,http://www.wta.org/go-hiking/hikes/silver-star-view-snowshoe,North Cascades -- North Cascades Highway - Hwy 20,2.5,2,,
Similkameen Trail,http://www.wta.org/go-hiking/hikes/similkameen-trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,5.0,1,48.93899999999999,-119.443
Siouxon Peak Loop,http://www.wta.org/go-hiking/hikes/siouxon-peak-loop,South Cascades -- Dark Divide,0.0,0,45.94300000000001,-122.1854
Siouxson Creek and Chinook Falls,http://www.wta.org/go-hiking/hikes/siouxson-creek-and-chinook-falls,South Cascades -- Mount Adams Area,3.0,1,45.94300000000001,-122.1854
Six Ridge,http://www.wta.org/go-hiking/hikes/six-ridge,Olympic Peninsula -- Hood Canal,3.4,5,47.4794,-123.4521
Sixteen Mile,http://www.wta.org/go-hiking/hikes/sixteen-mile,Olympic Peninsula,0.0,0,,
Skagit River,http://www.wta.org/go-hiking/hikes/skagit-river,North Cascades -- North Cascades Highway - Hwy 20,3.2,5,48.6658,-121.2669
Skagit Wildlife Area,http://www.wta.org/go-hiking/hikes/big-ditch-skagit-wildlife-refuge,Puget Sound and Islands -- Bellingham Area,3.67,3,48.3372,-122.3581
Skagit-Sauk Reach Trail,http://www.wta.org/go-hiking/hikes/skagit-sauk-reach-trail,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Skookum Flats,http://www.wta.org/go-hiking/hikes/skookum-flats,Mount Rainier Area -- Chinook Pass - Hwy 410,3.33,9,47.0394,-121.5596
Sky Country,http://www.wta.org/go-hiking/hikes/military-road,Issaquah Alps -- Cougar Mountain,2.5,4,47.5311,-122.1141
Sky Mountain,http://www.wta.org/go-hiking/hikes/sky-mountain,Central Cascades -- Stevens Pass - West,0.0,0,,
Skyline Divide,http://www.wta.org/go-hiking/hikes/skyline-divide,North Cascades -- Mount Baker Area,4.42,33,48.8809,-121.8646
Skyline Lake,http://www.wta.org/go-hiking/hikes/skyline-lake,Central Cascades -- Stevens Pass - East,2.71,7,47.7473,-121.0885
Skyline Lake Snowshoe,http://www.wta.org/go-hiking/hikes/skyline-lake-snowshoe,Central Cascades -- Stevens Pass - West,3.75,4,47.7479,-121.0889
Skyline Trail Loop,http://www.wta.org/go-hiking/hikes/skyline,Mount Rainier Area -- SW - Longmire/Paradise,4.38,29,46.786,-121.735
Skyscraper Mountain,http://www.wta.org/go-hiking/hikes/skyscraper-pass,Mount Rainier Area -- NE - Sunrise/White River,3.5,10,46.9146,-121.6423
Slab Camp Creek and Upper Gray Wolf River,http://www.wta.org/go-hiking/hikes/upper-gray-wolf-river,Olympic Peninsula -- Hood Canal,3.6,5,47.9654,-123.1938
Slate Creek,http://www.wta.org/go-hiking/hikes/slate-creek-1,North Cascades -- Methow/Sawtooth,2.5,4,48.3957,-120.4502
Slate Peak,http://www.wta.org/go-hiking/hikes/harts-pass-and-slate-peak,North Cascades -- Pasayten,4.5,2,,
Slavin Pond Loop,http://www.wta.org/go-hiking/hikes/slavin-conservation-area-loop,Eastern Washington -- Spokane Area/Coeur d'Alene,3.33,3,47.5326,-117.4215
Sleeping Beauty Peak,http://www.wta.org/go-hiking/hikes/sleeping-beauty-peak,South Cascades -- Mount Adams Area,4.43,7,46.0851,-121.6576
Sleepy Hollow Trail,http://www.wta.org/go-hiking/hikes/sleepy-hollow-trail,Olympic Peninsula -- Northern Coast,0.0,0,,
Sloan Peak,http://www.wta.org/go-hiking/hikes/sloan-peak,North Cascades -- Mountain Loop Highway,3.0,4,48.0863,-121.3084
Smith Creek,http://www.wta.org/go-hiking/hikes/smith-creek,South Cascades -- Mount St. Helens,3.25,4,46.1826,-122.0546
Smokey Bottom (West Lake Mills),http://www.wta.org/go-hiking/hikes/lake-mills,Olympic Peninsula -- Northern Coast,3.75,4,48.0019,-123.6044
Snagtooth Mountain,http://www.wta.org/go-hiking/hikes/snagtooth-mountain,Southwest Washington -- Lewis River Region,3.0,5,46.24800000000001,-121.8154
Snake River - Columbia Plateau Trail,http://www.wta.org/go-hiking/hikes/snake-river-columbia-plateau-trail,Central Washington -- Tri-Cities,4.2,10,46.3905,-118.6804
Snipes Mountain - Pine Way,http://www.wta.org/go-hiking/hikes/snipes-mountain,South Cascades -- Mount Adams Area,3.0,4,46.1029,-121.4346
Snoqualmie Falls,http://www.wta.org/go-hiking/hikes/snoqualmie-falls,Snoqualmie Region -- North Bend Area,3.38,8,47.5437,-121.837
Snoqualmie Lake,http://www.wta.org/go-hiking/hikes/snoqualmie-lake,Snoqualmie Region -- North Bend Area,3.45,11,47.5614,-121.5321
Snoqualmie Mountain,http://www.wta.org/go-hiking/hikes/mount-snoqualmie,Snoqualmie Region,4.5,6,47.4453,-121.4234
Snoqualmie Valley Trail,http://www.wta.org/go-hiking/hikes/snoqualmie-valley-trail,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.6845,-121.9286
Snoquera Falls Loop,http://www.wta.org/go-hiking/hikes/snoquera-falls,Mount Rainier Area -- Chinook Pass - Hwy 410,3.15,13,47.0328,-121.5579
Snow Bowl Hut Snowshoe,http://www.wta.org/go-hiking/hikes/snow-bowl-hut-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,5.0,2,46.7059,-121.9927
Snow Lake,http://www.wta.org/go-hiking/hikes/snow-lake-1,Snoqualmie Region -- Snoqualmie Pass,4.1,97,47.4454,-121.423
Snow Lake Snowshoe,http://www.wta.org/go-hiking/hikes/snow-lake-snowshoe,Snoqualmie Region -- Snoqualmie Pass,4.25,4,47.4454,-121.4235
Snow Lakes,http://www.wta.org/go-hiking/hikes/snow-lakes,Central Cascades -- Leavenworth Area,3.64,14,47.5441,-120.7097
Snow Mountain Ranch,http://www.wta.org/go-hiking/hikes/snow-mountain-ranch,Central Washington -- Yakima,3.33,3,46.6593,-120.7556
Snow Peak,http://www.wta.org/go-hiking/hikes/snow-peak,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.67,6,48.5772,-118.5233
Snowfield Peak,http://www.wta.org/go-hiking/hikes/snowfield-peak,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Snowgrass - Cispus Basin - Nannie Ridge Loop,http://www.wta.org/go-hiking/hikes/cispus-basin-cispus-pass,South Cascades -- Goat Rocks,3.25,4,46.4587,-121.5308
Snowgrass Flat,http://www.wta.org/go-hiking/hikes/snowgrass,South Cascades -- Goat Rocks,4.2,15,46.4642,-121.51899999999999
Snowshed Head,http://www.wta.org/go-hiking/hikes/snowshed-head-3796,Snoqualmie Region -- Snoqualmie Pass,2.0,1,,
Soaring Eagle Regional Park,http://www.wta.org/go-hiking/hikes/soaring-eagle-park,Issaquah Alps,2.75,4,47.6164,-121.9923
Soda Peaks Lake,http://www.wta.org/go-hiking/hikes/soda-peaks-lake,South Cascades -- Mount Adams Area,3.0,4,45.8846,-122.0001
Soda Springs,http://www.wta.org/go-hiking/hikes/soda-springs-trail-975,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,,
Soda Springs Big Trees,http://www.wta.org/go-hiking/hikes/soda-springs,Central Cascades -- Stevens Pass - East,2.25,4,47.8581,-120.9701
Sol Duc Falls,http://www.wta.org/go-hiking/hikes/sol-duc-falls-loop,Olympic Peninsula -- Northern Coast,3.83,12,47.97,-123.8627
Soos Creek Trail,http://www.wta.org/go-hiking/hikes/soos-creek-trail,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,1,47.3896,-122.1515
Source Lake,http://www.wta.org/go-hiking/hikes/source-lake,Snoqualmie Region -- Snoqualmie Pass,3.89,9,47.4454,-121.423
Source Lake Snowshoe,http://www.wta.org/go-hiking/hikes/source-lake-snowshoe,Snoqualmie Region -- Snoqualmie Pass,3.4,5,47.4454,-121.4235
Sourdough Mountain,http://www.wta.org/go-hiking/hikes/sourdough-mountain,North Cascades -- North Cascades Highway - Hwy 20,3.45,11,48.7179,-121.1455
Sourdough Ridge,http://www.wta.org/go-hiking/hikes/sourdough-ridge,Mount Rainier Area -- NE - Sunrise/White River,3.71,7,46.9146,-121.6423
South Access Road,http://www.wta.org/go-hiking/hikes/south-access,Issaquah Alps -- Squak Mountain,2.0,5,47.4841,-122.0434
South Bay Trail,http://www.wta.org/go-hiking/hikes/south-bay-trail,Puget Sound and Islands -- Bellingham Area,3.0,2,48.7255,-122.5051
South Cle Elum Ridge,http://www.wta.org/go-hiking/hikes/south-c-le-elum-ridge-west-5040,Central Cascades,2.0,1,,
South Coast Wilderness Trail - Toleak Point,http://www.wta.org/go-hiking/hikes/toleak-point,Olympic Peninsula -- Pacific Coast,4.11,9,47.8904,-124.6031
South Coldwater Trail,http://www.wta.org/go-hiking/hikes/south-coldwater-trail,South Cascades -- Mount St. Helens,3.43,7,46.2915,-122.2671
South Fork Cascade River,http://www.wta.org/go-hiking/hikes/south-fork-cascade-river,North Cascades -- North Cascades Highway - Hwy 20,2.25,4,48.4653,-121.1562
South Fork Hoh River - Big Flat,http://www.wta.org/go-hiking/hikes/south-fork-hoh-river,Olympic Peninsula -- Pacific Coast,2.71,7,47.7993,-123.9545
South Fork Silver Creek Trail,http://www.wta.org/go-hiking/hikes/south-fork-silver-creek-trail-123,Eastern Washington -- Selkirk Range,3.33,3,48.9115,-117.501
South Fork Tieton River,http://www.wta.org/go-hiking/hikes/south-fork-tieton-river,Central Washington -- Yakima,3.2,5,46.7279,-120.8137
South Indian Island,http://www.wta.org/go-hiking/hikes/south-indian-island,Olympic Peninsula -- Hood Canal,3.17,6,48.0319,-122.7291
South Lost Lake Trail,http://www.wta.org/go-hiking/hikes/south-lost-lake-trail,Puget Sound and Islands -- Bellingham Area,0.0,0,48.6468,-122.4626
South Point Lookout,http://www.wta.org/go-hiking/hikes/south-point-lookout,South Cascades -- White Pass/Cowlitz River Valley,2.5,6,46.5254,-121.6674
South Tiger Mountain Loop,http://www.wta.org/go-hiking/hikes/south-tiger-mountain-loop,Issaquah Alps -- Tiger Mountain,3.0,2,47.4432,-121.9762
South Tiger Powerline,http://www.wta.org/go-hiking/hikes/south-tiger-powerline,Issaquah Alps -- Tiger Mountain,2.67,3,47.4544,-121.9783
South Tiger Traverse,http://www.wta.org/go-hiking/hikes/south-tiger-traverse,Issaquah Alps -- Tiger Mountain,4.0,4,47.4434,-121.976
South Whidbey State Park,http://www.wta.org/go-hiking/hikes/south-whidbey-state-park,Puget Sound and Islands -- Whidbey Island,3.83,6,48.0562,-122.5907
Southwest County Park,http://www.wta.org/go-hiking/hikes/southwest-county-park,Puget Sound and Islands -- Seattle-Tacoma Area,2.0,2,47.8367,-122.3402
Southwest Loowit Loop,http://www.wta.org/go-hiking/hikes/southwest-loowit-loop,South Cascades -- Mount St. Helens,0.0,0,46.1691,-122.2601
Spada Lake - Culmback Dam,http://www.wta.org/go-hiking/hikes/spada-lake-culmback-dam,Central Cascades -- Stevens Pass - West,0.0,0,47.9754,-121.6865
Spade Lake,http://www.wta.org/go-hiking/hikes/spade-lake,Snoqualmie Region -- Salmon La Sac/Teanaway,2.2,5,47.4184,-121.0862
Spark Plug and Little Spark Plug Peaks,http://www.wta.org/go-hiking/hikes/spark-plug-and-little-spark-plug-peaks,Central Cascades -- Stevens Pass - West,0.0,0,,
Spectacle Lake,http://www.wta.org/go-hiking/hikes/spectacle-lake,Snoqualmie Region -- Salmon La Sac/Teanaway,4.12,8,47.4337,-121.1888
Spencer Butte,http://www.wta.org/go-hiking/hikes/spencer-butte,Southwest Washington -- Lewis River Region,3.75,4,46.176,-121.9266
Spencer Creek (Bluff) Trail,http://www.wta.org/go-hiking/hikes/spencer-creek-trail,Southwest Washington -- Lewis River Region,2.25,4,46.0608,-121.9721
Spencer Island,http://www.wta.org/go-hiking/hikes/spencer-island,Puget Sound and Islands -- Seattle-Tacoma Area,3.2,5,47.9942,-122.1793
Spencer Spit,http://www.wta.org/go-hiking/hikes/spencer-spit,Puget Sound and Islands -- San Juan Islands,3.67,3,48.5363,-122.8593
Spider Gap - Buck Creek Pass Loop,http://www.wta.org/go-hiking/hikes/spider-gap-buck-creek-pass-loop,Central Cascades -- Stevens Pass - East,4.0,10,48.0674,-120.8406
Spider Lake,http://www.wta.org/go-hiking/hikes/spider-lake,Olympic Peninsula -- Olympia,2.8,5,47.4155,-123.467
Spider Meadow and Phelps Basin,http://www.wta.org/go-hiking/hikes/spider-meadows,Central Cascades -- Stevens Pass - East,4.0,21,48.0829,-120.835
Spinnaker Peak Snowshoe,http://www.wta.org/go-hiking/hikes/spinnaker-peak-snowshoe,Central Cascades -- Stevens Pass - East,0.0,0,47.7833,-121.1103
Spokane Centennial Trail,http://www.wta.org/go-hiking/hikes/spokane-river-centennial,Eastern Washington -- Spokane Area/Coeur d'Alene,3.8,5,47.6968,-117.4936
Spokane Gulch,http://www.wta.org/go-hiking/hikes/spokane-gulch,North Cascades -- Methow/Sawtooth,0.0,0,,
Spoon Creek Falls,http://www.wta.org/go-hiking/hikes/spoon-creek-falls,Olympic Peninsula -- Olympia,3.0,4,47.3538,-123.5652
Spray Park,http://www.wta.org/go-hiking/hikes/spray-park,Mount Rainier Area -- NW - Carbon River/Mowich,4.16,31,46.9327,-121.8636
Spray Park Loop,http://www.wta.org/go-hiking/hikes/spray-park-ipsut-pass-loop,Mount Rainier Area -- NW - Carbon River/Mowich,0.0,0,46.9331,-121.8643
Spring Creek - Green Mountain,http://www.wta.org/go-hiking/hikes/spring-creek-green-mountain,South Cascades -- Dark Divide,3.5,4,46.3305,-121.574
Spring Lake/Lake Desire Park,http://www.wta.org/go-hiking/hikes/spring-lake-lake-desire-park,Issaquah Alps,3.33,3,47.4375,-122.085
Spruce Nature Trail (Hoh),http://www.wta.org/go-hiking/hikes/spruce-nature-trail-hoh,Olympic Peninsula -- Pacific Coast,3.5,4,47.8536,-123.9512
Spruce Railroad Trail,http://www.wta.org/go-hiking/hikes/spruce-railroad,Olympic Peninsula -- Northern Coast,3.87,15,48.0933,-123.8025
Squak Mountain,http://www.wta.org/go-hiking/hikes/squak-mountain,Issaquah Alps -- Squak Mountain,3.12,8,47.523,-122.0578
Squak Mountain Access Trail,http://www.wta.org/go-hiking/hikes/east-access,Issaquah Alps -- Squak Mountain,3.25,4,47.5179,-122.0367
Squak Mountain's East Side Loop,http://www.wta.org/go-hiking/hikes/squak-mountain-eastside-loop,Issaquah Alps -- Squak Mountain,2.83,6,47.5284,-122.0363
Squaw Lake,http://www.wta.org/go-hiking/hikes/squaw-lake,Snoqualmie Region,3.5,4,47.5432,-121.0975
Squaw Saddle,http://www.wta.org/go-hiking/hikes/squaw-saddle,Central Washington -- Wenatchee,3.71,7,,
Squire Creek,http://www.wta.org/go-hiking/hikes/squire-creek,North Cascades -- Mountain Loop Highway,3.6,5,48.2088,-121.6298
Squire Creek Pass via Eight-mile Trail,http://www.wta.org/go-hiking/hikes/eight-mile-squire-creek-pass,North Cascades -- Mountain Loop Highway,4.25,4,48.1573,-121.6093
Squires Lake,http://www.wta.org/go-hiking/hikes/squires-lake,Puget Sound and Islands -- Bellingham Area,3.25,4,48.6459,-122.3542
St'auk Mountain,http://www.wta.org/go-hiking/hikes/stauk-mountain,North Cascades -- Mountain Loop Highway,0.0,0,48.0371,-121.479
St. Cloud,http://www.wta.org/go-hiking/hikes/st.-cloud,Southwest Washington -- Columbia River Gorge - WA,3.67,3,45.6013,-122.1111
St. Louis Falls and Mines,http://www.wta.org/go-hiking/hikes/st.-louis-falls-and-mines,North Cascades -- Mountain Loop Highway,0.0,0,,
Stagman Ridge—Horseshoe Meadow,http://www.wta.org/go-hiking/hikes/stagman-ridge,South Cascades -- Mount Adams Area,4.0,5,46.1405,-121.5977
Staircase Rapids,http://www.wta.org/go-hiking/hikes/staircase,Olympic Peninsula -- Hood Canal,3.79,14,47.5158,-123.33
Standup Creek,http://www.wta.org/go-hiking/hikes/standup-creek,Snoqualmie Region -- Salmon La Sac/Teanaway,2.0,5,47.3515,-120.8412
Star Peak,http://www.wta.org/go-hiking/hikes/star-peak,North Cascades -- Methow/Sawtooth,0.0,0,48.2872,-120.3283
Starway,http://www.wta.org/go-hiking/hikes/starway,Southwest Washington -- Lewis River Region,3.25,4,45.7873,-122.2224
Steamboat Mountain,http://www.wta.org/go-hiking/hikes/steamboat-mountain,South Cascades -- Mount Adams Area,4.0,6,46.1471,-121.7537
Steamboat Rock,http://www.wta.org/go-hiking/hikes/steamboat-rock,Central Washington -- Grand Coulee,4.31,13,47.8635,-119.1296
Stegosaurus Butte,http://www.wta.org/go-hiking/hikes/stegosaurus-butte,Snoqualmie Region -- North Bend Area,2.67,3,47.5475,-121.541
Stehekin River Trail,http://www.wta.org/go-hiking/hikes/stehekin-river-trail,Central Cascades -- Entiat Mountains/Lake Chelan,4.0,4,48.3453,-120.7213
Steigerwald Lake National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/gibbons-creek-wildlife-art-trail,Southwest Washington -- Vancouver Area,3.5,2,45.5707,-122.3132
Stevens Canyon Waterfalls,http://www.wta.org/go-hiking/hikes/stevens-canyon-waterfalls,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,3.29,7,46.7602,-121.6391
Stiletto Lake,http://www.wta.org/go-hiking/hikes/stiletto-lake,North Cascades,0.0,0,,
Stimpson Nature Reserve,http://www.wta.org/go-hiking/hikes/stimpson-nature-reserve,Puget Sound and Islands -- Bellingham Area,0.0,0,48.732,-122.3769
Stormy Mountain Summit,http://www.wta.org/go-hiking/hikes/stormy-mountain-summit,Central Cascades -- Entiat Mountains/Lake Chelan,0.0,0,47.8905,-120.4392
Strawberry Island,http://www.wta.org/go-hiking/hikes/strawberry-island,Southwest Washington -- Columbia River Gorge - WA,0.0,0,45.6355,-121.9799
Striped Peak,http://www.wta.org/go-hiking/hikes/striped-peak,Olympic Peninsula -- Northern Coast,3.0,7,48.1622,-123.6986
Sucia Island,http://www.wta.org/go-hiking/hikes/sucia-island,Puget Sound and Islands -- San Juan Islands,3.0,1,48.7528,-122.9043
Sugarloaf,http://www.wta.org/go-hiking/hikes/sugarloaf-1,Puget Sound and Islands -- Bellingham Area,2.57,7,48.4676,-122.6295
Suiattle River Trail,http://www.wta.org/go-hiking/hikes/suiattle-river-trail,North Cascades -- Mountain Loop Highway,3.0,2,48.2481,-121.1921
Sullivan Lake,http://www.wta.org/go-hiking/hikes/sullivan-lake,Eastern Washington -- Selkirk Range,3.4,5,48.8404,-117.2852
Sulphur Creek,http://www.wta.org/go-hiking/hikes/sulphur-creek,North Cascades -- Mountain Loop Highway,4.0,4,48.2498,-121.1936
Sulphur Mountain,http://www.wta.org/go-hiking/hikes/sulphur-mountain,North Cascades -- Mountain Loop Highway,3.0,4,48.2447,-121.1888
Sultan Gorge,http://www.wta.org/go-hiking/hikes/sultan-gorge,Central Cascades -- Stevens Pass - West,4.0,1,47.9793,-121.6909
Sultan River Canyon Trail,http://www.wta.org/go-hiking/hikes/sultan-river-canyon-trail,Central Cascades -- Stevens Pass - West,3.0,1,47.9733,-121.6844
Sumas Mountain,http://www.wta.org/go-hiking/hikes/sumas-mountain,Puget Sound and Islands -- Bellingham Area,3.83,6,48.9245,-122.2616
Summerland - Panhandle Gap,http://www.wta.org/go-hiking/hikes/summerland-panhandle-gap,Mount Rainier Area -- NE - Sunrise/White River,4.35,23,46.8884,-121.611
Summit Lake,http://www.wta.org/go-hiking/hikes/summit-lake-1,Central Cascades -- Stevens Pass - West,0.0,0,,
Summit Trail,http://www.wta.org/go-hiking/hikes/summit-trail,Issaquah Alps -- Squak Mountain,4.25,4,47.5045,-122.0469
Sun Mountain Trails,http://www.wta.org/go-hiking/hikes/sun-mountain-trails,North Cascades -- Methow/Sawtooth,2.0,1,48.4732,-120.2974
Sun Top Snowshoe,http://www.wta.org/go-hiking/hikes/sun-top-snowshoe,Mount Rainier Area,2.5,2,47.0371,-121.5956
Sundown Lake Way Trail,http://www.wta.org/go-hiking/hikes/sundown-lake-way-trail,Olympic Peninsula -- Olympia,0.0,0,45.8575,-121.4566
